cliente_id,nome,idade,genero,regiao,tipo_contrato,plano,valor_mensal,tempo_cliente_meses,data_contratacao,chamadas_por_mes,minutos_usados,sms_enviados,uso_dados_gb,num_reclamacoes,satisfacao_1_10,ultimo_login_dias,metodo_pagamento,tem_fibra,tem_celular_empresarial,promocoes_ativas,desconto_percentual,churn
CL000176,Cliente_176,54,F,Sudeste,Mensal,Premium,50.9,40,2023-01-18,449,1472,138,84.3,6,7,8,Boleto,False,True,1,0,1
CL000177,Cliente_177,40,M,Sudeste,Mensal,Básico,77.43,20,2022-06-15,313,1079,410,69.4,3,3,31,PIX,True,False,1,15,1
CL000178,Cliente_178,56,M,Sudeste,Mensal,Padrão,137.71,34,2023-07-07,140,1153,357,66.1,5,4,34,Débito Automático,False,False,2,5,1
CL000179,Cliente_179,62,F,Sudeste,Bienal,Padrão,70.9,26,2023-06-28,344,1877,324,44.6,3,9,48,Boleto,True,False,2,10,0
CL000180,Cliente_180,32,M,Sudeste,Anual,Padrão,261.48,48,2022-01-01,107,1640,78,64.5,3,10,31,Cartão de Crédito,True,False,3,10,0
CL000181,Cliente_181,60,M,Nordeste,Bienal,Padrão,266.02,21,2023-09-06,189,473,293,74.0,3,8,44,Boleto,False,False,2,10,1
CL000182,Cliente_182,46,M,Norte,Mensal,Padrão,238.89,23,2022-11-28,221,1897,317,13.2,3,6,15,Boleto,True,True,3,5,0
CL000183,Cliente_183,53,F,Sudeste,Mensal,Padrão,110.62,18,2023-05-16,309,1741,436,26.5,4,6,31,PIX,True,False,0,10,1
CL000184,Cliente_184,30,F,Sul,Bienal,Padrão,180.81,52,2022-01-20,74,1247,79,20.2,6,8,24,Débito Automático,False,False,1,0,0
CL000185,Cliente_185,49,F,Sul,Mensal,Básico,96.05,54,2022-04-25,247,1569,145,84.3,1,2,29,PIX,False,False,3,0,0
CL000186,Cliente_186,24,M,Sudeste,Bienal,Básico,120.32,24,2023-01-07,116,1110,372,68.3,2,5,36,PIX,False,False,2,5,0
CL000187,Cliente_187,68,F,Norte,Mensal,Padrão,179.0,42,2022-11-11,472,1517,224,45.6,6,7,36,Boleto,True,True,2,10,1
CL000188,Cliente_188,39,F,Sul,Mensal,Familia,233.75,29,2022-09-03,167,1961,226,82.8,2,3,34,Boleto,True,False,2,0,0
CL000189,Cliente_189,45,F,Nordeste,Anual,Básico,73.66,38,2022-03-01,329,749,381,72.0,2,8,44,Boleto,False,False,2,15,0
CL000190,Cliente_190,19,F,Centro-Oeste,Bienal,Básico,124.17,38,2022-09-04,55,1741,179,91.4,2,3,7,Cartão de Crédito,False,True,3,0,0
CL000191,Cliente_191,59,M,Sudeste,Bienal,Familia,281.66,54,2023-08-04,146,824,23,8.6,2,4,39,Boleto,True,True,2,15,0
CL000192,Cliente_192,62,F,Sul,Mensal,Básico,157.28,52,2022-03-22,121,911,98,51.4,4,10,48,Boleto,True,True,0,10,1
CL000193,Cliente_193,74,M,Sudeste,Mensal,Premium,284.72,13,2022-03-29,466,1179,390,71.0,6,10,46,Cartão de Crédito,False,False,3,0,0
CL000194,Cliente_194,70,F,Centro-Oeste,Anual,Padrão,297.85,32,2023-05-13,481,231,269,21.5,1,6,35,Débito Automático,False,False,0,0,0
CL000195,Cliente_195,23,M,Nordeste,Anual,Familia,181.66,19,2022-03-12,429,880,433,33.4,5,6,53,Cartão de Crédito,False,True,0,15,0
CL000196,Cliente_196,45,M,Sul,Anual,Padrão,122.01,17,2023-06-30,307,221,93,42.5,3,2,24,Boleto,False,True,1,0,1
CL000197,Cliente_197,45,M,Sudeste,Mensal,Padrão,247.69,2,2022-05-09,87,301,279,79.6,3,2,17,Débito Automático,False,False,0,0,1
CL000198,Cliente_198,61,F,Sul,Bienal,Premium,89.83,18,2022-05-12,345,1843,462,49.9,6,3,38,Cartão de Crédito,False,False,0,15,1
CL000199,Cliente_199,61,M,Centro-Oeste,Anual,Familia,113.01,58,2023-11-07,105,1910,268,49.8,7,3,9,Débito Automático,False,True,1,0,1
CL000200,Cliente_200,37,F,Nordeste,Anual,Básico,246.22,39,2023-05-02,152,1725,146,43.7,3,4,0,Cartão de Crédito,True,False,3,5,1
CL000201,Cliente_201,47,M,Sul,Anual,Familia,158.41,27,2023-07-17,152,801,284,23.6,6,4,57,Débito Automático,True,True,3,0,1
CL000202,Cliente_202,28,M,Nordeste,Mensal,Básico,100.38,14,2022-06-19,265,1388,21,92.4,7,4,3,Cartão de Crédito,False,False,3,5,1
CL000203,Cliente_203,72,F,Centro-Oeste,Bienal,Premium,212.78,54,2022-09-29,70,657,1,32.5,1,10,25,Boleto,False,False,0,10,0
CL000204,Cliente_204,45,M,Nordeste,Anual,Básico,233.19,15,2023-06-25,164,1947,102,57.2,6,10,10,Boleto,False,False,0,5,0
CL000205,Cliente_205,42,M,Centro-Oeste,Bienal,Básico,81.27,8,2023-09-14,259,1965,460,15.7,1,3,14,Cartão de Crédito,True,False,3,15,0
CL000206,Cliente_206,56,F,Centro-Oeste,Bienal,Padrão,119.25,9,2023-03-10,340,1163,35,44.0,5,1,31,Boleto,False,False,3,15,1
CL000207,Cliente_207,50,M,Nordeste,Anual,Familia,105.32,21,2022-08-05,252,678,293,90.5,4,9,14,Débito Automático,False,False,0,5,1
CL000208,Cliente_208,18,M,Sudeste,Anual,Padrão,144.96,43,2023-07-07,372,1236,273,99.6,4,2,27,Boleto,True,True,2,10,1
CL000209,Cliente_209,74,M,Nordeste,Mensal,Familia,240.86,35,2023-12-08,237,1462,50,36.8,7,3,22,Boleto,True,False,2,0,0
CL000210,Cliente_210,44,F,Centro-Oeste,Mensal,Básico,228.43,52,2022-07-25,200,1185,142,16.2,5,2,2,PIX,True,False,1,0,1
CL000211,Cliente_211,74,F,Sudeste,Mensal,Padrão,215.63,14,2024-01-01,498,326,383,32.1,3,6,50,Débito Automático,False,False,3,10,0
CL000212,Cliente_212,69,F,Nordeste,Mensal,Padrão,51.57,27,2022-11-16,240,273,482,33.4,6,6,31,PIX,False,True,3,10,1
CL000213,Cliente_213,30,F,Centro-Oeste,Mensal,Padrão,85.54,8,2023-02-13,456,1119,435,64.8,5,1,19,Boleto,True,True,1,0,1
CL000214,Cliente_214,58,M,Nordeste,Mensal,Básico,105.82,35,2023-11-19,263,1257,16,50.1,7,4,55,Cartão de Crédito,True,False,1,15,0
CL000215,Cliente_215,20,M,Sul,Mensal,Padrão,117.99,18,2023-10-28,428,1408,367,77.1,1,10,13,Cartão de Crédito,False,False,1,10,0
CL000216,Cliente_216,56,F,Sudeste,Mensal,Padrão,86.61,55,2023-01-18,91,1910,76,70.4,3,5,34,Cartão de Crédito,False,False,1,0,1
CL000217,Cliente_217,23,M,Sudeste,Mensal,Básico,152.58,14,2023-03-25,497,1749,277,25.9,6,6,39,Cartão de Crédito,False,True,3,0,0
CL000218,Cliente_218,25,M,Centro-Oeste,Mensal,Padrão,68.8,52,2023-06-14,243,1231,122,78.6,4,5,41,Boleto,False,False,3,10,1
CL000219,Cliente_219,44,M,Sudeste,Anual,Familia,237.51,8,2023-04-08,299,242,437,84.9,5,3,8,Cartão de Crédito,False,False,2,10,0
CL000220,Cliente_220,26,M,Sudeste,Anual,Básico,246.93,49,2022-05-04,130,668,435,60.2,3,3,59,Boleto,True,False,2,20,1
CL000221,Cliente_221,54,Outro,Centro-Oeste,Mensal,Padrão,193.57,8,2022-09-11,90,1417,487,92.8,4,3,55,Cartão de Crédito,True,False,0,0,0
CL000222,Cliente_222,50,M,Sudeste,Anual,Padrão,72.43,37,2022-08-19,419,376,383,78.5,6,6,46,Boleto,True,True,3,5,0
CL000223,Cliente_223,68,F,Norte,Anual,Padrão,272.52,44,2022-03-07,69,1615,468,59.9,0,4,23,Boleto,False,True,0,20,0
CL000224,Cliente_224,59,M,Norte,Mensal,Básico,291.41,2,2022-12-13,58,1686,345,90.7,6,4,40,Boleto,False,False,3,20,1
CL000225,Cliente_225,61,Outro,Sudeste,Anual,Familia,100.59,17,2022-01-22,362,1594,173,60.4,7,3,3,Boleto,True,False,3,5,1
CL000226,Cliente_226,41,M,Sudeste,Bienal,Básico,226.16,13,2023-08-26,173,375,131,52.6,2,4,11,PIX,True,True,2,5,0
CL000227,Cliente_227,32,M,Sul,Anual,Premium,260.48,54,2023-07-22,252,333,262,36.3,0,8,50,Boleto,True,False,2,20,0
CL000228,Cliente_228,71,F,Nordeste,Mensal,Padrão,184.96,14,2022-08-24,450,1365,393,88.4,7,3,23,Débito Automático,True,False,0,0,0
CL000229,Cliente_229,49,F,Sudeste,Anual,Padrão,130.83,41,2023-08-26,127,1381,270,13.1,7,10,0,Boleto,False,False,0,25,0
CL000230,Cliente_230,49,M,Sul,Mensal,Padrão,169.64,41,2022-08-14,259,1872,409,47.9,5,3,13,Cartão de Crédito,False,False,1,25,0
CL000231,Cliente_231,41,M,Sudeste,Anual,Premium,178.07,9,2022-01-08,67,131,207,54.2,3,6,30,PIX,True,False,0,20,0
CL000232,Cliente_232,58,M,Centro-Oeste,Bienal,Premium,150.16,27,2022-03-14,285,1490,295,55.9,3,1,9,Débito Automático,False,False,3,20,1
CL000233,Cliente_233,69,M,Sudeste,Anual,Familia,282.46,20,2023-12-26,368,1471,225,65.5,7,10,32,Boleto,True,False,3,0,1
CL000234,Cliente_234,66,M,Sudeste,Bienal,Premium,235.97,38,2023-10-09,249,859,188,51.1,1,6,35,Cartão de Crédito,False,True,3,0,0
CL000235,Cliente_235,66,F,Sudeste,Mensal,Padrão,110.33,12,2022-03-02,398,1255,464,26.4,2,9,41,Cartão de Crédito,False,False,2,0,1
CL000236,Cliente_236,69,M,Norte,Bienal,Padrão,196.39,42,2022-08-23,331,1898,357,85.8,4,3,34,Cartão de Crédito,True,True,1,0,1
CL000237,Cliente_237,29,M,Sul,Anual,Padrão,222.17,22,2022-03-11,301,1894,143,66.1,3,2,57,Boleto,False,False,3,0,0
CL000238,Cliente_238,56,F,Centro-Oeste,Mensal,Premium,85.04,37,2022-02-02,389,892,353,86.0,4,3,47,PIX,False,False,1,10,0
CL000239,Cliente_239,19,Outro,Nordeste,Anual,Padrão,139.61,50,2022-12-05,288,1491,250,28.3,4,3,17,PIX,True,True,1,15,0
CL000240,Cliente_240,20,F,Sudeste,Mensal,Familia,276.39,39,2022-03-14,318,861,375,64.1,7,2,24,Débito Automático,True,True,3,0,0
CL000241,Cliente_241,66,M,Sudeste,Mensal,Básico,191.79,31,2023-06-11,168,364,476,71.7,4,4,11,Boleto,False,False,1,5,0
CL000242,Cliente_242,54,M,Nordeste,Anual,Básico,104.25,13,2022-09-01,450,314,244,39.0,6,8,59,Cartão de Crédito,False,False,3,0,1
CL000243,Cliente_243,66,F,Sul,Mensal,Básico,80.7,1,2022-10-13,420,1338,17,81.4,0,7,27,Boleto,False,False,3,15,0
CL000244,Cliente_244,73,M,Sul,Anual,Premium,179.56,38,2023-11-17,331,381,202,1.2,4,10,52,Débito Automático,False,True,3,0,0
CL000245,Cliente_245,34,M,Sudeste,Mensal,Familia,186.92,53,2023-05-13,439,1955,203,59.9,1,9,50,Boleto,True,False,2,0,0
CL000246,Cliente_246,66,F,Norte,Mensal,Familia,133.6,53,2022-08-08,386,629,484,61.7,6,8,8,Boleto,False,False,2,0,0
CL000247,Cliente_247,19,F,Sudeste,Bienal,Familia,207.6,40,2023-07-07,437,1982,1,53.9,0,7,23,Boleto,True,False,0,0,0
CL000248,Cliente_248,19,F,Norte,Mensal,Básico,67.17,9,2022-05-16,394,101,437,63.4,7,6,19,Débito Automático,True,False,3,15,0
CL000249,Cliente_249,45,M,Sudeste,Anual,Padrão,86.28,39,2023-08-08,56,612,375,17.6,0,3,25,Débito Automático,False,True,3,5,1
CL000250,Cliente_250,71,M,Nordeste,Anual,Premium,186.57,10,2023-08-14,322,915,401,68.8,3,10,4,Débito Automático,True,False,3,5,0
CL000251,Cliente_251,40,Outro,Sudeste,Anual,Padrão,65.45,29,2023-04-30,302,563,53,34.2,2,4,26,PIX,False,False,0,5,0
CL000252,Cliente_252,54,M,Nordeste,Bienal,Padrão,270.23,40,2022-09-06,391,1570,165,45.8,2,8,27,Débito Automático,False,False,2,5,0
CL000253,Cliente_253,49,F,Sul,Anual,Familia,85.54,30,2023-04-30,177,1486,352,34.0,5,2,36,Boleto,False,True,2,10,1
CL000254,Cliente_254,50,F,Nordeste,Mensal,Padrão,218.48,2,2023-02-21,423,1339,328,47.9,3,6,39,Boleto,True,False,0,20,1
CL000255,Cliente_255,18,F,Nordeste,Bienal,Familia,147.8,18,2022-07-14,141,263,142,62.5,7,1,6,Boleto,False,False,3,15,1
CL000256,Cliente_256,36,M,Sul,Mensal,Familia,149.95,28,2022-04-07,355,1826,447,84.0,2,7,18,Boleto,True,False,3,5,0
CL000257,Cliente_257,19,M,Sul,Anual,Familia,241.22,47,2022-04-10,433,1710,91,48.9,7,4,53,PIX,True,True,2,15,0
CL000258,Cliente_258,70,F,Centro-Oeste,Bienal,Premium,174.87,32,2023-11-06,55,637,7,33.0,7,1,21,Cartão de Crédito,False,False,3,15,1
CL000259,Cliente_259,61,F,Sudeste,Anual,Padrão,231.41,24,2023-03-18,463,610,251,49.3,4,5,17,Cartão de Crédito,True,False,2,15,1
CL000260,Cliente_260,43,F,Sul,Anual,Padrão,176.3,38,2022-12-29,123,1897,429,69.2,1,5,14,Débito Automático,False,False,3,0,0
CL000261,Cliente_261,49,M,Sul,Anual,Básico,198.23,56,2023-03-10,105,1917,99,35.3,4,6,32,Cartão de Crédito,False,False,1,10,1
CL000262,Cliente_262,23,M,Nordeste,Anual,Premium,240.18,14,2023-02-25,344,1344,38,42.0,2,8,38,Cartão de Crédito,True,False,2,0,1
CL000263,Cliente_263,49,F,Nordeste,Bienal,Padrão,201.83,25,2023-04-24,447,654,435,56.7,7,4,50,PIX,False,False,1,15,1
CL000264,Cliente_264,72,F,Sudeste,Mensal,Básico,203.9,25,2022-02-25,359,1757,135,30.1,7,7,4,Cartão de Crédito,True,False,2,0,0
CL000265,Cliente_265,21,F,Sudeste,Mensal,Básico,247.3,32,2023-11-21,287,740,361,21.7,2,4,39,Cartão de Crédito,False,True,0,20,0
CL000266,Cliente_266,72,M,Sudeste,Mensal,Padrão,287.27,27,2023-11-01,71,1900,433,14.9,7,2,36,Cartão de Crédito,True,False,2,10,1
CL000267,Cliente_267,28,F,Sudeste,Anual,Familia,144.18,54,2023-10-24,490,1406,49,35.9,6,8,58,Boleto,False,False,2,10,1
CL000268,Cliente_268,73,F,Sul,Mensal,Padrão,194.28,32,2022-04-11,90,1194,82,5.8,1,5,4,Boleto,False,False,3,15,0
CL000269,Cliente_269,34,F,Sul,Mensal,Básico,71.57,56,2022-03-04,395,1497,253,58.8,7,10,36,Boleto,False,True,3,25,1
CL000270,Cliente_270,55,M,Norte,Mensal,Básico,139.7,31,2023-02-17,315,358,195,18.4,0,4,42,Cartão de Crédito,True,False,0,0,0
CL000271,Cliente_271,41,M,Sul,Bienal,Premium,153.01,50,2022-12-14,307,544,26,38.4,0,2,6,Boleto,False,True,3,0,0
CL000272,Cliente_272,22,F,Sudeste,Anual,Básico,258.81,24,2022-04-22,97,1324,76,27.7,1,7,1,Boleto,False,False,3,10,1
CL000273,Cliente_273,69,M,Centro-Oeste,Mensal,Premium,178.35,35,2022-09-12,347,1765,293,63.4,6,5,29,Cartão de Crédito,False,False,0,0,0
CL000274,Cliente_274,51,M,Centro-Oeste,Mensal,Familia,232.77,30,2022-07-16,188,1503,254,85.2,7,9,48,Débito Automático,False,False,0,5,1
CL000275,Cliente_275,23,F,Nordeste,Mensal,Básico,54.75,33,2022-07-14,251,1965,20,63.7,7,7,10,Boleto,True,True,2,0,1
CL000276,Cliente_276,39,M,Sul,Mensal,Premium,166.12,55,2023-07-04,189,1716,217,54.7,0,9,51,Débito Automático,True,True,3,0,0
CL000277,Cliente_277,28,F,Norte,Mensal,Básico,275.33,33,2023-04-05,191,865,44,67.2,6,10,36,PIX,True,True,3,0,0
CL000278,Cliente_278,65,M,Nordeste,Bienal,Básico,106.08,46,2022-05-24,335,1538,441,4.0,2,10,38,Cartão de Crédito,True,False,0,10,0
CL000279,Cliente_279,33,F,Norte,Bienal,Básico,57.88,27,2023-03-09,282,164,406,13.2,7,5,32,PIX,True,False,2,5,0
CL000280,Cliente_280,50,Outro,Sudeste,Mensal,Premium,158.35,33,2022-07-07,365,1501,181,10.4,7,6,8,Cartão de Crédito,False,False,3,20,1
CL000281,Cliente_281,26,M,Sudeste,Mensal,Familia,226.11,33,2022-10-13,207,757,285,10.7,0,8,10,Cartão de Crédito,True,False,0,0,0
CL000282,Cliente_282,23,M,Nordeste,Mensal,Básico,163.62,4,2023-04-19,87,1769,478,26.8,2,10,59,Débito Automático,True,True,2,0,0
CL000283,Cliente_283,33,M,Sul,Mensal,Premium,164.99,30,2022-09-13,124,1225,350,53.7,3,6,11,Cartão de Crédito,True,True,3,0,0
CL000284,Cliente_284,46,M,Centro-Oeste,Mensal,Premium,217.45,44,2022-03-19,370,1100,143,12.4,7,4,9,Boleto,False,False,3,10,0
CL000285,Cliente_285,20,F,Norte,Mensal,Básico,113.6,15,2023-03-30,224,141,51,93.6,4,2,51,Cartão de Crédito,True,False,0,0,1
CL000286,Cliente_286,37,F,Nordeste,Mensal,Premium,237.97,29,2023-07-18,88,978,250,85.6,0,6,53,Boleto,True,False,0,20,0
CL000287,Cliente_287,53,M,Sudeste,Anual,Premium,88.28,28,2022-04-11,482,295,105,97.2,3,9,10,Débito Automático,False,True,1,20,0
CL000288,Cliente_288,36,M,Centro-Oeste,Anual,Básico,148.94,32,2022-02-21,122,1483,296,5.2,5,8,32,Cartão de Crédito,False,False,2,10,1
CL000289,Cliente_289,43,M,Sul,Anual,Padrão,214.0,36,2023-10-30,107,1895,198,85.3,0,3,56,Boleto,True,True,0,0,1
CL000290,Cliente_290,20,F,Sudeste,Mensal,Premium,257.09,30,2023-07-08,412,1222,336,80.6,3,5,19,Débito Automático,True,False,2,0,0
CL000291,Cliente_291,36,M,Nordeste,Bienal,Básico,247.88,42,2022-01-16,138,487,279,90.3,1,6,4,Cartão de Crédito,True,False,0,0,0
CL000292,Cliente_292,37,F,Sul,Bienal,Básico,230.42,43,2022-04-06,322,164,147,53.3,3,7,46,Cartão de Crédito,False,False,2,0,1
CL000293,Cliente_293,49,F,Centro-Oeste,Mensal,Premium,139.77,38,2022-08-31,183,1420,102,79.0,2,2,23,Boleto,True,False,2,0,0
CL000294,Cliente_294,24,F,Nordeste,Mensal,Básico,80.58,60,2022-06-20,192,1550,410,6.1,1,6,31,Cartão de Crédito,False,True,3,5,0
CL000295,Cliente_295,69,M,Sudeste,Anual,Premium,104.21,42,2023-02-21,144,322,1,8.5,6,2,53,Cartão de Crédito,True,True,2,5,1
CL000296,Cliente_296,58,F,Norte,Mensal,Premium,266.21,12,2023-05-13,205,1880,255,12.7,7,8,30,PIX,True,False,1,15,0
CL000297,Cliente_297,50,M,Sul,Mensal,Básico,264.33,3,2023-05-08,250,1818,59,91.6,1,7,41,Cartão de Crédito,False,False,3,5,0
CL000298,Cliente_298,57,M,Nordeste,Anual,Premium,287.89,15,2022-08-07,477,1014,306,7.1,2,2,43,Débito Automático,False,False,2,20,0
CL000299,Cliente_299,56,F,Sudeste,Anual,Premium,69.0,48,2023-02-15,451,1272,384,10.9,0,4,13,PIX,True,False,0,0,0
CL000300,Cliente_300,35,F,Sul,Mensal,Básico,184.2,10,2022-03-02,209,1632,481,93.1,1,7,18,Cartão de Crédito,True,False,1,0,0
CL000301,Cliente_301,57,M,Sudeste,Anual,Familia,212.17,22,2022-06-18,260,541,90,11.6,0,9,41,Boleto,True,False,3,0,0
CL000302,Cliente_302,18,M,Sudeste,Bienal,Padrão,227.66,23,2023-01-24,221,1537,100,87.1,4,3,23,PIX,False,False,2,15,1
CL000303,Cliente_303,28,M,Nordeste,Mensal,Padrão,210.97,11,2022-01-03,119,1239,113,79.1,6,10,53,Boleto,True,False,0,0,0
CL000304,Cliente_304,45,M,Sudeste,Anual,Familia,242.5,16,2023-02-04,368,1002,261,5.0,3,10,31,Débito Automático,True,False,2,0,0
CL000305,Cliente_305,74,M,Sul,Mensal,Familia,139.87,49,2022-09-29,363,552,421,3.2,6,8,11,Boleto,True,False,1,0,1
CL000306,Cliente_306,42,M,Sudeste,Mensal,Padrão,94.86,46,2023-04-11,480,419,53,53.9,3,9,49,Débito Automático,True,False,0,15,0
CL000307,Cliente_307,67,M,Sul,Anual,Padrão,101.15,16,2022-10-20,431,869,187,99.7,2,8,20,Cartão de Crédito,False,False,0,0,0
CL000308,Cliente_308,40,F,Sudeste,Mensal,Básico,52.99,14,2023-03-10,194,982,26,88.0,2,4,50,Débito Automático,True,True,0,5,0
CL000309,Cliente_309,48,F,Sudeste,Mensal,Premium,137.58,6,2023-12-15,216,1115,239,31.7,5,4,35,Débito Automático,False,False,3,15,1
CL000310,Cliente_310,47,F,Sudeste,Mensal,Padrão,72.94,42,2023-07-24,492,550,79,39.2,3,7,24,Cartão de Crédito,True,False,3,0,0
CL000311,Cliente_311,59,M,Norte,Anual,Familia,130.37,17,2023-11-09,440,995,189,39.4,4,4,50,Boleto,False,False,1,20,1
CL000312,Cliente_312,52,F,Centro-Oeste,Anual,Básico,207.05,55,2023-05-14,368,1202,318,73.7,7,10,52,Cartão de Crédito,True,False,0,0,1
CL000313,Cliente_313,24,F,Sudeste,Mensal,Padrão,273.62,31,2022-06-08,166,842,354,34.8,7,10,13,Boleto,True,False,2,0,0
CL000314,Cliente_314,33,F,Centro-Oeste,Anual,Básico,259.9,42,2022-07-14,234,456,90,15.6,2,7,7,Cartão de Crédito,False,False,2,0,0
CL000315,Cliente_315,43,F,Sul,Mensal,Básico,113.17,53,2022-10-31,252,1242,34,75.0,4,9,28,Débito Automático,False,False,3,5,0
CL000316,Cliente_316,65,F,Norte,Anual,Básico,83.52,10,2022-08-11,211,1709,57,46.3,5,9,24,Boleto,True,False,0,25,1
CL000317,Cliente_317,74,F,Nordeste,Mensal,Básico,98.27,46,2022-03-01,358,1644,188,8.6,2,9,22,Cartão de Crédito,False,False,1,5,0
CL000318,Cliente_318,69,M,Sul,Anual,Básico,292.75,20,2023-08-17,499,1402,252,79.2,1,10,58,Boleto,False,True,0,5,1
CL000319,Cliente_319,66,F,Sudeste,Bienal,Padrão,187.37,49,2023-07-10,387,881,35,58.9,5,10,35,PIX,True,False,0,0,0
CL000320,Cliente_320,19,F,Nordeste,Bienal,Familia,95.63,9,2022-03-04,481,665,357,49.4,7,6,56,Cartão de Crédito,True,False,0,0,1
CL000321,Cliente_321,18,F,Norte,Mensal,Familia,260.19,15,2022-11-18,237,1168,91,67.7,0,1,47,Cartão de Crédito,False,False,3,0,0
CL000322,Cliente_322,65,F,Nordeste,Bienal,Premium,148.8,39,2022-02-28,92,1348,55,51.0,3,8,11,Cartão de Crédito,True,True,2,0,0
CL000323,Cliente_323,29,M,Sudeste,Mensal,Familia,274.81,2,2022-02-21,250,627,66,65.2,0,6,49,Débito Automático,False,True,2,5,0
CL000324,Cliente_324,22,M,Sudeste,Bienal,Básico,115.17,4,2023-08-22,280,823,312,86.9,5,7,11,Boleto,True,False,1,0,0
CL000325,Cliente_325,54,F,Sul,Mensal,Básico,148.31,52,2023-05-04,53,1835,168,61.7,3,2,17,Boleto,False,True,3,5,1
CL000326,Cliente_326,49,F,Sul,Mensal,Padrão,176.24,24,2023-05-30,289,340,286,66.3,5,3,35,PIX,False,False,1,5,1
CL000327,Cliente_327,72,F,Nordeste,Mensal,Básico,273.15,18,2023-06-28,255,713,130,61.8,2,6,47,Cartão de Crédito,False,True,1,0,1
CL000328,Cliente_328,26,M,Norte,Mensal,Premium,267.19,11,2022-06-11,380,1605,165,53.6,0,3,49,Débito Automático,False,False,3,15,1
CL000329,Cliente_329,58,M,Sudeste,Anual,Básico,193.59,37,2022-02-28,143,194,436,18.0,5,5,18,Cartão de Crédito,False,True,2,20,0
CL000330,Cliente_330,52,F,Sudeste,Bienal,Padrão,105.44,26,2023-06-05,281,464,51,34.2,5,4,47,Cartão de Crédito,True,False,2,0,1
CL000331,Cliente_331,36,F,Norte,Anual,Básico,150.84,8,2022-03-24,412,1308,151,69.6,4,5,52,Cartão de Crédito,True,False,2,0,0
CL000332,Cliente_332,65,F,Sudeste,Anual,Padrão,293.91,22,2022-07-10,396,1259,409,43.1,5,8,34,PIX,True,True,3,0,0
CL000333,Cliente_333,33,M,Sudeste,Anual,Padrão,201.94,52,2022-03-12,398,124,104,41.2,2,4,48,Boleto,False,False,3,10,0
CL000334,Cliente_334,20,F,Nordeste,Mensal,Padrão,245.27,5,2023-09-02,485,417,366,76.2,5,9,26,Cartão de Crédito,True,True,3,10,0
CL000335,Cliente_335,37,M,Centro-Oeste,Mensal,Familia,162.47,2,2022-03-11,209,432,91,1.6,1,3,2,Boleto,False,False,2,10,1
CL000336,Cliente_336,41,F,Sudeste,Mensal,Básico,183.0,5,2023-11-23,162,1013,200,68.2,0,7,12,Boleto,True,False,1,5,0
CL000337,Cliente_337,71,M,Norte,Mensal,Premium,157.24,35,2022-08-29,301,661,292,49.4,0,7,37,Boleto,True,False,2,0,0
CL000338,Cliente_338,73,M,Centro-Oeste,Mensal,Básico,225.73,32,2023-02-18,271,780,372,38.3,6,1,50,PIX,True,True,1,15,1
CL000339,Cliente_339,50,F,Sudeste,Mensal,Básico,262.87,44,2022-05-03,395,1925,218,34.7,1,3,40,Cartão de Crédito,False,True,2,20,0
CL000340,Cliente_340,41,F,Sul,Mensal,Padrão,176.84,19,2023-08-07,143,199,431,18.1,3,10,18,Boleto,False,False,0,5,0
CL000341,Cliente_341,69,M,Nordeste,Mensal,Premium,170.22,39,2022-09-10,484,469,66,34.1,2,1,42,Boleto,True,False,3,0,1
CL000342,Cliente_342,28,F,Nordeste,Bienal,Básico,135.07,51,2023-08-16,443,1716,168,39.8,7,8,34,Débito Automático,True,True,1,5,1
CL000343,Cliente_343,66,M,Centro-Oeste,Mensal,Padrão,94.27,4,2023-09-01,445,1135,304,44.3,1,10,14,PIX,True,False,1,15,1
CL000344,Cliente_344,25,M,Norte,Anual,Padrão,284.81,23,2022-02-10,216,819,27,67.6,5,5,15,Cartão de Crédito,False,False,2,15,1
CL000345,Cliente_345,53,M,Sudeste,Anual,Padrão,129.02,46,2023-09-27,187,176,287,45.9,4,4,34,PIX,True,True,1,10,1
CL000346,Cliente_346,55,M,Nordeste,Anual,Padrão,250.17,19,2022-03-25,397,686,354,79.8,2,3,4,Débito Automático,False,False,0,15,1
CL000347,Cliente_347,57,F,Nordeste,Mensal,Padrão,228.84,26,2023-03-06,410,1073,454,64.3,7,7,6,Débito Automático,True,False,1,20,0
CL000348,Cliente_348,37,M,Nordeste,Mensal,Padrão,247.73,58,2023-11-05,259,781,326,19.8,1,8,20,Cartão de Crédito,False,False,1,5,0
CL000349,Cliente_349,52,F,Nordeste,Mensal,Básico,284.19,50,2023-08-21,305,1946,468,28.4,1,8,40,PIX,False,False,0,5,1
CL000350,Cliente_350,65,F,Sudeste,Mensal,Familia,205.84,26,2023-08-02,122,1471,31,8.8,0,1,53,Débito Automático,True,True,3,0,1
CL000351,Cliente_351,42,M,Sul,Mensal,Básico,274.49,7,2023-06-20,263,1566,165,94.6,0,7,0,Débito Automático,True,True,2,10,0
CL000352,Cliente_352,52,F,Nordeste,Anual,Premium,91.92,32,2022-11-20,315,790,403,88.8,0,5,24,Cartão de Crédito,True,True,2,5,0
CL000353,Cliente_353,42,M,Sudeste,Anual,Básico,206.68,47,2022-09-25,409,187,135,9.4,6,2,29,Boleto,False,False,3,0,0
CL000354,Cliente_354,46,F,Centro-Oeste,Anual,Padrão,243.07,53,2022-07-29,200,564,67,57.8,2,8,18,Débito Automático,False,False,0,10,1
